id,ROUGE-1,ROUGE-2,ROUGE-L,BLEU-1,BLEU-2,BLEU-3,BLEU-4,BLEU,METEOR,BERTScore-F1
1593,0.383,0.1439,0.2695,0.1954,0.0674,0.0175,0.0089,0.0089,0.3189,0.2047
1594,0.0805,0.0233,0.069,0.0268,0.0135,0.005,0.0031,0.0031,0.0176,-0.2998
1595,0.3265,0.0988,0.1796,0.2042,0.1151,0.0734,0.0556,0.0556,0.1487,0.1171
1596,0.5298,0.1879,0.3311,0.4211,0.1982,0.1168,0.0683,0.0683,0.3235,0.2478
1597,0.497,0.1796,0.3669,0.3487,0.1813,0.1056,0.0731,0.0731,0.2841,0.2848
1598,0.377,0.1164,0.199,0.2802,0.1328,0.0721,0.0252,0.0252,0.211,0.2533
1599,0.4,0.1685,0.2778,0.3587,0.2017,0.141,0.1069,0.1069,0.2649,0.1898
1600,0.4158,0.16,0.2376,0.3078,0.1593,0.0778,0.0258,0.0258,0.1859,0.2581
1601,0.2695,0.1007,0.1986,0.1707,0.0795,0.0429,0.0178,0.0178,0.1702,0.1569
1602,0.2381,0.0806,0.1746,0.1379,0.04,0.0124,0.0069,0.0069,0.1776,0.1378
1603,0.481,0.1957,0.3207,0.1763,0.1104,0.067,0.0335,0.0335,0.2351,0.3984
1604,0.4026,0.1579,0.3247,0.2727,0.1467,0.0831,0.0297,0.0297,0.2951,0.2009
1605,0.3571,0.0725,0.2429,0.2135,0.0697,0.0177,0.009,0.009,0.2963,0.1851
1606,0.1353,0.0153,0.0902,0.0741,0.0096,0.0049,0.0035,0.0035,0.0673,-0.2097
1607,0.3248,0.1552,0.2479,0.1442,0.0934,0.0354,0.0123,0.0123,0.163,0.0707
1608,0.3542,0.1189,0.1944,0.1496,0.0714,0.0339,0.0197,0.0197,0.1484,0.0896
1609,0.3919,0.137,0.2568,0.3611,0.1887,0.0798,0.0293,0.0293,0.2276,0.1161
1610,0.3102,0.1622,0.2139,0.2628,0.1835,0.133,0.0919,0.0919,0.2107,0.1975
1611,0.3439,0.1161,0.2293,0.2763,0.1487,0.0964,0.0592,0.0592,0.2179,0.1504
1612,0.4872,0.2208,0.3077,0.4026,0.2723,0.1704,0.1075,0.1075,0.3666,0.2659
1613,0.5192,0.2039,0.2981,0.2876,0.1672,0.1019,0.0534,0.0534,0.2628,0.3026
1614,0.2976,0.0836,0.1522,0.116,0.0619,0.0385,0.0121,0.0121,0.1412,0.0039
1615,0.4773,0.2748,0.3106,0.1991,0.1496,0.1226,0.1024,0.1024,0.2851,0.2556
1616,0.4457,0.1965,0.2743,0.4166,0.2454,0.1543,0.0821,0.0821,0.2784,0.2347
1617,0.6175,0.3628,0.5161,0.3639,0.2614,0.204,0.1657,0.1657,0.3391,0.4159
1618,0.3106,0.0881,0.1863,0.2222,0.0865,0.0204,0.0099,0.0099,0.1883,0.2418
1619,0.3169,0.0994,0.1967,0.1997,0.0877,0.0532,0.0349,0.0349,0.1672,0.0473
1620,0.4779,0.1786,0.2655,0.3079,0.1655,0.1227,0.1029,0.1029,0.2725,0.2917
1621,0.1268,0.0143,0.0563,0.0633,0.009,0.0047,0.0034,0.0034,0.0398,-0.2299
1622,0.4157,0.1364,0.2809,0.2448,0.1279,0.0682,0.042,0.042,0.1884,0.1971
1623,0.2697,0.0682,0.1798,0.2088,0.0963,0.0471,0.0186,0.0186,0.1171,0.1254
1624,0.2767,0.1019,0.1887,0.2208,0.0934,0.0226,0.0112,0.0112,0.1751,-0.06
1625,0.349,0.0816,0.2148,0.2824,0.116,0.0687,0.0251,0.0251,0.2528,0.1566
1626,0.3459,0.1639,0.2054,0.1999,0.106,0.0634,0.0414,0.0414,0.1545,0.1433
1627,0.3008,0.0916,0.1955,0.2154,0.058,0.0175,0.0096,0.0096,0.114,0.2032
1628,0.4906,0.242,0.3396,0.3257,0.1996,0.1352,0.0747,0.0747,0.2635,0.2735
1629,0.3789,0.1702,0.2421,0.2924,0.2009,0.1263,0.0799,0.0799,0.2176,0.1434
1630,0.2667,0.1356,0.2167,0.122,0.0672,0.0384,0.0164,0.0164,0.2239,0.0768
1631,0.41,0.0928,0.1841,0.1872,0.0722,0.0389,0.0135,0.0135,0.1588,0.1948
1632,0.4505,0.1667,0.2637,0.3428,0.1934,0.1312,0.0979,0.0979,0.2008,0.2351
1633,0.3185,0.0774,0.1911,0.1078,0.0567,0.0148,0.0076,0.0076,0.1196,-0.0722
1634,0.5567,0.3229,0.4227,0.4341,0.3161,0.2396,0.1853,0.1853,0.4015,0.3296
1635,0.3421,0.1867,0.2632,0.2558,0.1823,0.1453,0.1198,0.1198,0.2186,0.0974
1636,0.3387,0.1803,0.2742,0.2609,0.1639,0.1063,0.0653,0.0653,0.229,0.2954
1637,0.4592,0.2062,0.3061,0.3651,0.1976,0.1243,0.0871,0.0871,0.2486,0.2042
1638,0.4805,0.1711,0.2857,0.3095,0.1727,0.0714,0.0259,0.0259,0.3467,0.339
1639,0.459,0.2099,0.2842,0.3078,0.199,0.1372,0.0926,0.0926,0.3005,0.1673
1640,0.3837,0.1882,0.2558,0.314,0.1922,0.13,0.0717,0.0717,0.2463,0.2835
1641,0.1651,0.0374,0.1284,0.0964,0.0485,0.0307,0.0138,0.0138,0.2078,0.1827
1642,0.2029,0.0441,0.1449,0.1294,0.0555,0.0155,0.0082,0.0082,0.1649,-0.1365
1643,0.3636,0.1595,0.2545,0.2184,0.1234,0.0564,0.0215,0.0215,0.2798,0.2954
1644,0.4952,0.1635,0.2762,0.2786,0.1383,0.0528,0.0184,0.0184,0.2369,0.1549
1645,0.073,0.0,0.0584,0.0,0.0,0.0,0.0,0.0,0.0173,-0.0787
1646,0.535,0.2194,0.3312,0.3951,0.2222,0.1357,0.0752,0.0752,0.3153,0.3011
1647,0.3018,0.0707,0.1754,0.0923,0.0299,0.0143,0.0056,0.0056,0.1292,-0.0574
1648,0.2585,0.0552,0.1497,0.1829,0.0672,0.0384,0.0164,0.0164,0.1594,0.0883
1649,0.55,0.2542,0.35,0.3231,0.2131,0.163,0.1293,0.1293,0.381,0.4177
1650,0.2197,0.0702,0.1387,0.1466,0.0683,0.0368,0.0153,0.0153,0.0956,-0.1686
1651,0.2105,0.1075,0.1895,0.1091,0.0636,0.0197,0.011,0.011,0.2185,-0.0421
1652,0.1774,0.0164,0.1129,0.092,0.0103,0.005,0.0035,0.0035,0.1075,-0.1121
1653,0.2158,0.0876,0.1151,0.1078,0.0566,0.0318,0.0134,0.0134,0.209,0.0407
1654,0.375,0.0986,0.2083,0.2658,0.1305,0.0762,0.0491,0.0491,0.2035,0.0106
1655,0.5315,0.2128,0.3636,0.4189,0.2396,0.1472,0.0819,0.0819,0.3912,0.3751
1656,0.3729,0.1943,0.2712,0.2269,0.1615,0.1114,0.0738,0.0738,0.2275,0.1843
1657,0.4352,0.1047,0.2591,0.3126,0.1387,0.0801,0.0464,0.0464,0.2486,0.2602
1658,0.3553,0.08,0.2237,0.1878,0.0947,0.0601,0.0405,0.0405,0.1615,0.0925
1659,0.5276,0.3333,0.3465,0.2572,0.1917,0.1417,0.1045,0.1045,0.3308,0.381
1660,0.3727,0.0503,0.2236,0.3,0.1067,0.0244,0.0117,0.0117,0.1998,0.1704
1661,0.2632,0.0533,0.1579,0.1494,0.0417,0.0127,0.007,0.007,0.1592,-0.041
1662,0.5222,0.1798,0.3,0.4,0.1952,0.0358,0.0154,0.0154,0.2873,0.3228
1663,0.1589,0.06,0.1126,0.0194,0.0121,0.0097,0.0081,0.0081,0.0526,-0.0911
1664,0.5315,0.3121,0.4476,0.3488,0.2481,0.1803,0.1296,0.1296,0.4755,0.4067
1665,0.2805,0.0741,0.2195,0.1601,0.0431,0.013,0.0071,0.0071,0.1172,0.037
1666,0.322,0.0887,0.1854,0.2046,0.0594,0.0145,0.0072,0.0072,0.1581,0.0864
1667,0.2319,0.0,0.1449,0.1807,0.0148,0.0065,0.0043,0.0043,0.1553,0.039
1668,0.3246,0.0847,0.2199,0.2121,0.0996,0.0211,0.0097,0.0097,0.2018,0.1407
1669,0.416,0.1129,0.192,0.2087,0.1035,0.0395,0.0138,0.0138,0.1612,0.1371
1670,0.2804,0.1524,0.1121,0.1644,0.1068,0.0784,0.0512,0.0512,0.333,0.0938
1671,0.2301,0.0625,0.1239,0.058,0.0056,0.0026,0.0017,0.0017,0.0528,-0.2131
1672,0.5027,0.1989,0.2842,0.3933,0.2217,0.1414,0.1071,0.1071,0.3086,0.2432
1673,0.405,0.2083,0.2975,0.2373,0.1537,0.1189,0.0947,0.0947,0.2352,0.243
1674,0.3529,0.1194,0.2206,0.1818,0.0489,0.0147,0.0081,0.0081,0.2155,0.2232
1675,0.5556,0.2347,0.3737,0.3828,0.2323,0.1499,0.0883,0.0883,0.3114,0.242
1676,0.5632,0.314,0.4368,0.4268,0.2811,0.1905,0.1446,0.1446,0.3352,0.454
1677,0.1939,0.0722,0.1633,0.0836,0.0544,0.0399,0.031,0.031,0.0857,-0.1393
1678,0.4318,0.2214,0.2879,0.1821,0.1177,0.0766,0.0485,0.0485,0.2273,0.2197
1679,0.4308,0.2176,0.3282,0.3018,0.1978,0.1224,0.0768,0.0768,0.2631,0.2944
1680,0.375,0.0991,0.2054,0.2186,0.0883,0.0483,0.0169,0.0169,0.1734,0.1836
1681,0.4967,0.2914,0.4052,0.3295,0.2384,0.1742,0.1256,0.1256,0.3995,0.3348
1682,0.2857,0.088,0.1746,0.0381,0.0221,0.0129,0.0083,0.0083,0.089,0.0059
1683,0.3188,0.1176,0.2029,0.2289,0.1181,0.0701,0.0256,0.0256,0.284,0.0926
1684,0.3067,0.1081,0.1733,0.2235,0.0893,0.0213,0.0104,0.0104,0.2039,0.2027
1685,0.3822,0.1548,0.2803,0.3012,0.1714,0.1132,0.0653,0.0653,0.2921,0.3082
1686,0.4231,0.165,0.2788,0.2394,0.144,0.0899,0.06,0.06,0.2384,0.1575
1687,0.4472,0.239,0.3602,0.375,0.2668,0.194,0.1476,0.1476,0.353,0.2899
1688,0.2514,0.0884,0.1858,0.2065,0.0825,0.0196,0.0096,0.0096,0.1611,-0.0326
1689,0.4928,0.2059,0.2899,0.284,0.1576,0.0981,0.059,0.059,0.4152,0.3142
1690,0.2313,0.0552,0.1224,0.0835,0.0094,0.0046,0.0032,0.0032,0.0637,-0.1976
1691,0.3516,0.1111,0.2637,0.2644,0.1109,0.0244,0.0115,0.0115,0.1833,0.1892
1692,0.4431,0.1333,0.2874,0.2841,0.099,0.0225,0.0108,0.0108,0.2281,0.2015
1693,0.2405,0.0769,0.1646,0.1548,0.0748,0.0409,0.017,0.017,0.1614,-0.1273
1694,0.2941,0.08,0.1765,0.1644,0.0151,0.0069,0.0046,0.0046,0.229,0.2296
1695,0.5217,0.3024,0.3478,0.3872,0.2836,0.2136,0.168,0.168,0.3069,0.2621
1696,0.5455,0.3026,0.3636,0.3721,0.2562,0.1916,0.1502,0.1502,0.4526,0.4399
1697,0.4118,0.1429,0.2,0.3415,0.159,0.0681,0.0252,0.0252,0.2171,0.2064
1698,0.2835,0.128,0.2205,0.1558,0.0906,0.0603,0.0233,0.0233,0.2164,0.0842
1699,0.4925,0.2424,0.403,0.3784,0.2494,0.1822,0.1437,0.1437,0.3371,0.3035
1700,0.3309,0.0876,0.1727,0.2299,0.1156,0.0251,0.0117,0.0117,0.2593,0.1621
1701,0.3187,0.0964,0.2072,0.0744,0.0394,0.0274,0.0202,0.0202,0.116,-0.0242
1702,0.5254,0.1966,0.339,0.2807,0.1681,0.1106,0.0757,0.0757,0.2836,0.3114
1703,0.3396,0.0892,0.1887,0.2273,0.0885,0.045,0.0181,0.0181,0.2209,0.1168
1704,0.5277,0.2833,0.3745,0.3364,0.2392,0.1911,0.157,0.157,0.3207,0.3517
1705,0.4121,0.1472,0.303,0.2967,0.1624,0.084,0.0286,0.0286,0.3601,0.173
1706,0.4368,0.186,0.3448,0.341,0.2014,0.1347,0.0973,0.0973,0.2372,0.3767
1707,0.4,0.1789,0.272,0.2667,0.1698,0.1058,0.0757,0.0757,0.3416,0.09
1708,0.3186,0.0804,0.1947,0.1614,0.0541,0.0262,0.0103,0.0103,0.1432,0.0902
1709,0.4966,0.1905,0.2685,0.3125,0.1779,0.074,0.0269,0.0269,0.2949,0.3678
1710,0.4054,0.1918,0.3108,0.2273,0.1143,0.0672,0.0435,0.0435,0.3345,0.2451
1711,0.4257,0.15,0.2376,0.252,0.1269,0.0507,0.0181,0.0181,0.2038,0.2125
1712,0.4198,0.125,0.2469,0.3,0.1536,0.0812,0.0498,0.0498,0.2208,0.2157
1713,0.4432,0.1264,0.2727,0.3571,0.1855,0.1189,0.0675,0.0675,0.2921,0.2485
1714,0.4324,0.1507,0.2973,0.3165,0.1685,0.0717,0.0264,0.0264,0.3194,0.2822
1715,0.4949,0.2245,0.3434,0.3634,0.2219,0.15,0.0904,0.0904,0.2608,0.242
1716,0.3067,0.1222,0.1661,0.1156,0.068,0.0442,0.03,0.03,0.1551,-0.0648
1717,0.5111,0.2247,0.2889,0.4111,0.2543,0.1726,0.124,0.124,0.3178,0.3199
1718,0.3536,0.1006,0.1989,0.3261,0.1693,0.1084,0.0731,0.0731,0.2529,0.0967
1719,0.5389,0.3037,0.3834,0.4361,0.3241,0.2627,0.2175,0.2175,0.3745,0.3535
1720,0.0826,0.0168,0.0661,0.0001,0.0,0.0,0.0,0.0,0.0213,-0.0559
1721,0.1474,0.0215,0.0632,0.0704,0.0317,0.0113,0.0068,0.0068,0.1148,-0.213
1722,0.5528,0.2437,0.3518,0.411,0.2465,0.1723,0.1247,0.1247,0.3249,0.3106
1723,0.5389,0.2303,0.3473,0.4578,0.2796,0.1425,0.0436,0.0436,0.3463,0.3089
1724,0.3796,0.1185,0.2482,0.191,0.0932,0.0464,0.0185,0.0185,0.2116,0.2394
1725,0.1565,0.0354,0.1217,0.0779,0.032,0.0111,0.0066,0.0066,0.102,0.019
1726,0.2714,0.0725,0.1429,0.1613,0.0837,0.0426,0.0171,0.0171,0.217,0.2113
1727,0.381,0.0964,0.2143,0.2716,0.1165,0.0258,0.0122,0.0122,0.2212,0.1056
1728,0.3624,0.1769,0.2819,0.2439,0.1646,0.1267,0.1065,0.1065,0.2592,0.1726
1729,0.2714,0.1014,0.1714,0.137,0.0436,0.0139,0.0079,0.0079,0.096,-0.1166
1730,0.3101,0.0787,0.2016,0.16,0.0465,0.0144,0.008,0.008,0.1502,0.1872
1731,0.188,0.0348,0.1368,0.04,0.0232,0.009,0.0057,0.0057,0.0963,-0.0868
1732,0.3212,0.0741,0.2044,0.2099,0.0724,0.0188,0.0096,0.0096,0.2455,0.1215
1733,0.4,0.25,0.3882,0.1919,0.1497,0.1302,0.1153,0.1153,0.1872,0.097
1734,0.467,0.1641,0.264,0.3528,0.1721,0.1163,0.0844,0.0844,0.2631,0.316
1735,0.2976,0.0964,0.2143,0.2471,0.1085,0.0242,0.0115,0.0115,0.1319,0.0632
1736,0.5281,0.2159,0.3034,0.4444,0.2644,0.1336,0.0407,0.0407,0.3826,0.2752
1737,0.3151,0.0556,0.2055,0.2118,0.0502,0.0145,0.0078,0.0078,0.1664,0.1607
1738,0.4327,0.2233,0.3462,0.2823,0.1931,0.1304,0.0841,0.0841,0.31,0.304
1739,0.2533,0.1081,0.16,0.1529,0.0739,0.0404,0.0168,0.0168,0.1901,0.0441
1740,0.3233,0.1439,0.218,0.1252,0.065,0.0331,0.0112,0.0112,0.1639,0.1703
1741,0.32,0.0408,0.16,0.1636,0.0174,0.0083,0.0058,0.0058,0.1386,0.163
1742,0.3262,0.1007,0.227,0.2133,0.093,0.0619,0.0426,0.0426,0.1719,-0.0184
1743,0.3723,0.0753,0.2447,0.2826,0.1115,0.024,0.0112,0.0112,0.1899,0.1196
1744,0.4955,0.2818,0.3784,0.2398,0.1599,0.1153,0.0865,0.0865,0.2386,0.2689
1745,0.1982,0.0183,0.1261,0.1143,0.0407,0.0135,0.0078,0.0078,0.1139,-0.0776
1746,0.201,0.0609,0.1709,0.0878,0.0529,0.033,0.0124,0.0124,0.1016,-0.1957
1747,0.6531,0.4527,0.5224,0.4183,0.3485,0.2976,0.2579,0.2579,0.4429,0.4776
1748,0.3358,0.1037,0.2774,0.236,0.1268,0.0822,0.0599,0.0599,0.3116,0.1523
1749,0.3896,0.1747,0.2944,0.1684,0.1064,0.0667,0.0354,0.0354,0.1855,0.1646
1750,0.5,0.2222,0.339,0.2832,0.1644,0.0886,0.0462,0.0462,0.2689,0.3771
1751,0.3422,0.1189,0.246,0.267,0.1201,0.078,0.0479,0.0479,0.2028,-0.0295
1752,0.4713,0.1548,0.3057,0.3043,0.1636,0.0963,0.0316,0.0316,0.3307,0.2239
1753,0.4371,0.1477,0.2517,0.325,0.1924,0.1334,0.0981,0.0981,0.3364,0.1698
1754,0.5733,0.3378,0.4533,0.4512,0.342,0.286,0.2538,0.2538,0.4952,0.3949
1755,0.0533,0.0274,0.0533,0.0051,0.0017,0.0012,0.001,0.001,0.0361,-0.0676
1756,0.4972,0.2286,0.4181,0.369,0.231,0.1733,0.1339,0.1339,0.3359,0.2739
1757,0.4734,0.2634,0.3478,0.3244,0.2503,0.1829,0.138,0.138,0.2861,0.3441
1758,0.4146,0.1605,0.2439,0.314,0.1359,0.0604,0.0227,0.0227,0.2551,0.3153
1759,0.5333,0.3173,0.3905,0.4561,0.3587,0.3041,0.2711,0.2711,0.4088,0.4351
1760,0.1611,0.0272,0.1074,0.0777,0.0101,0.0051,0.0037,0.0037,0.0784,-0.1298
1761,0.6122,0.3724,0.449,0.4691,0.3425,0.2612,0.2068,0.2068,0.4759,0.5467
1762,0.3111,0.191,0.2222,0.2007,0.1649,0.1386,0.1206,0.1206,0.1894,0.015
1763,0.3295,0.1379,0.2614,0.2457,0.1291,0.0726,0.0459,0.0459,0.1559,0.1889
1764,0.5267,0.2324,0.3868,0.3115,0.1999,0.1489,0.112,0.112,0.3088,0.2544
1765,0.4492,0.2051,0.2712,0.2668,0.1656,0.1126,0.0828,0.0828,0.2488,0.2987
1766,0.3187,0.1,0.2308,0.1892,0.0704,0.0164,0.0079,0.0079,0.1355,-0.0057
1767,0.4681,0.25,0.3617,0.2183,0.1463,0.102,0.0772,0.0772,0.2227,0.2844
1768,0.2128,0.0258,0.1021,0.0359,0.0105,0.0032,0.0018,0.0018,0.0642,-0.1365
1769,0.2817,0.0429,0.2113,0.2045,0.084,0.0547,0.0373,0.0373,0.2403,0.1604
1770,0.3919,0.1096,0.2432,0.3125,0.1541,0.0673,0.0251,0.0251,0.2296,0.0937
1771,0.4677,0.1707,0.2177,0.2222,0.1189,0.0594,0.0381,0.0381,0.2416,0.2651
1772,0.3804,0.1538,0.2065,0.1941,0.0906,0.0389,0.0144,0.0144,0.1827,0.1099
1773,0.28,0.0707,0.2,0.1903,0.0799,0.0378,0.0147,0.0147,0.155,-0.0318
1774,0.4527,0.2573,0.3374,0.2377,0.1794,0.1459,0.1244,0.1244,0.2986,0.3221
1775,0.4417,0.1242,0.3313,0.4,0.2135,0.1429,0.111,0.111,0.2416,0.235
1776,0.2558,0.0588,0.1628,0.1995,0.0843,0.0205,0.0101,0.0101,0.1234,0.0512
1777,0.3885,0.219,0.2878,0.25,0.1826,0.1393,0.1103,0.1103,0.2387,0.0821
1778,0.5065,0.2895,0.3896,0.3827,0.2679,0.1853,0.113,0.113,0.4526,0.3485
1779,0.25,0.0847,0.1667,0.1075,0.0592,0.0338,0.0144,0.0144,0.3254,0.1491
1780,0.4435,0.1941,0.3096,0.2526,0.1483,0.0865,0.0443,0.0443,0.2286,0.2278
1781,0.4072,0.137,0.2081,0.3323,0.1853,0.0842,0.0269,0.0269,0.2113,0.2373
1782,0.5022,0.2081,0.2601,0.324,0.1763,0.1079,0.0745,0.0745,0.2263,0.3597
1783,0.5581,0.2941,0.407,0.4235,0.275,0.2017,0.1565,0.1565,0.3927,0.3418
1784,0.4138,0.1194,0.2266,0.3026,0.1381,0.0558,0.02,0.02,0.2247,0.1695
1785,0.4444,0.1735,0.3333,0.3143,0.1878,0.1388,0.1006,0.1006,0.2489,0.2542
1786,0.3629,0.1532,0.2025,0.1639,0.0888,0.0555,0.037,0.037,0.1598,0.0445
1787,0.385,0.1622,0.2353,0.2599,0.1358,0.0724,0.0251,0.0251,0.187,0.086
1788,0.41,0.1515,0.25,0.225,0.1349,0.0879,0.0566,0.0566,0.2032,0.1684
1789,0.3333,0.0882,0.2174,0.1628,0.0438,0.0132,0.0072,0.0072,0.2295,0.123
1790,0.4579,0.1698,0.3178,0.309,0.1794,0.1161,0.0788,0.0788,0.258,0.2694
1791,0.5482,0.2667,0.3249,0.3299,0.2378,0.1755,0.1397,0.1397,0.2841,0.3826
1792,0.129,0.0261,0.0774,0.0273,0.005,0.0029,0.0022,0.0022,0.0168,-0.2309
1793,0.5281,0.2533,0.3636,0.2826,0.1808,0.1172,0.0741,0.0741,0.2779,0.3401
1794,0.43,0.2323,0.31,0.2751,0.2037,0.1753,0.1583,0.1583,0.2547,0.1784
1795,0.2857,0.0855,0.1176,0.1605,0.0142,0.0063,0.0042,0.0042,0.1952,0.1063
1796,0.4099,0.1635,0.2236,0.2759,0.1266,0.0574,0.0218,0.0218,0.252,0.1717
1797,0.3975,0.1509,0.2733,0.2747,0.1657,0.0851,0.0289,0.0289,0.2668,0.2608
1798,0.3347,0.1519,0.2259,0.1634,0.1048,0.0739,0.0572,0.0572,0.164,0.0565
1799,0.5291,0.2674,0.3386,0.4074,0.2757,0.2025,0.1555,0.1555,0.3007,0.4036
1800,0.4196,0.1261,0.25,0.1448,0.0741,0.043,0.014,0.014,0.1735,0.2316
1801,0.3014,0.1111,0.1918,0.1893,0.0696,0.0185,0.0095,0.0095,0.1632,-0.0423
1802,0.4331,0.2194,0.3185,0.3816,0.2572,0.1927,0.1557,0.1557,0.325,0.135
1803,0.5784,0.4158,0.451,0.4828,0.4002,0.3251,0.2684,0.2684,0.4261,0.3484
1804,0.2329,0.0833,0.1781,0.1351,0.0745,0.0198,0.0102,0.0102,0.1233,-0.2543
1805,0.2966,0.092,0.1597,0.1728,0.0801,0.0325,0.0117,0.0117,0.1492,-0.0661
1806,0.4,0.1765,0.275,0.2346,0.1379,0.0874,0.053,0.053,0.2423,0.1789
1807,0.5185,0.2556,0.4,0.3151,0.1985,0.1405,0.1044,0.1044,0.3392,0.2226
1808,0.4957,0.2719,0.3739,0.2563,0.1743,0.1202,0.0916,0.0916,0.2421,0.3122
1809,0.2449,0.0828,0.1769,0.1851,0.0705,0.0189,0.0098,0.0098,0.0945,-0.017
1810,0.3974,0.1879,0.3179,0.3377,0.2211,0.1658,0.1253,0.1253,0.31,0.1605
1811,0.4539,0.2446,0.3688,0.3289,0.2196,0.1251,0.0405,0.0405,0.3739,0.1972
1812,0.4469,0.1921,0.2682,0.3448,0.2115,0.1219,0.0656,0.0656,0.3085,0.2201
1813,0.5426,0.2581,0.3511,0.4615,0.2953,0.1986,0.1278,0.1278,0.3757,0.364
1814,0.4557,0.2308,0.3544,0.278,0.1911,0.1234,0.0876,0.0876,0.2775,0.316
1815,0.3,0.1017,0.2333,0.093,0.0105,0.0051,0.0035,0.0035,0.1728,0.0579
1816,0.6171,0.3931,0.4229,0.5109,0.4035,0.3307,0.2696,0.2696,0.4597,0.4215
1817,0.4747,0.2431,0.3191,0.2683,0.169,0.1154,0.0804,0.0804,0.2589,0.2113
1818,0.6,0.307,0.4,0.4152,0.2765,0.1844,0.124,0.124,0.3727,0.4219
1819,0.3443,0.15,0.2131,0.2239,0.1302,0.0922,0.0591,0.0591,0.2421,0.0588
1820,0.2712,0.069,0.1864,0.1125,0.0119,0.0057,0.0039,0.0039,0.1466,0.1551
1821,0.3292,0.1328,0.2305,0.1063,0.0691,0.0477,0.0317,0.0317,0.1371,0.079
1822,0.45,0.1849,0.3167,0.2063,0.1169,0.0521,0.0293,0.0293,0.2204,0.2269
1823,0.4746,0.2171,0.3616,0.3535,0.2472,0.1902,0.1445,0.1445,0.2996,0.1767
1824,0.4056,0.156,0.2238,0.2405,0.1242,0.0272,0.0127,0.0127,0.196,0.2665
1825,0.3886,0.1618,0.3086,0.2857,0.1782,0.1213,0.0883,0.0883,0.2327,0.2187
1826,0.4966,0.2797,0.3172,0.4142,0.3001,0.2197,0.1755,0.1755,0.3361,0.3024
1827,0.3761,0.1019,0.2018,0.1906,0.0811,0.0358,0.0134,0.0134,0.1729,0.2619
1828,0.6667,0.4105,0.4242,0.5457,0.4046,0.3136,0.24,0.24,0.4049,0.4976
1829,0.4821,0.1969,0.3487,0.3228,0.1576,0.0785,0.0263,0.0263,0.2617,0.2648
1830,0.4211,0.2133,0.1974,0.3146,0.2237,0.1511,0.0448,0.0448,0.3766,0.2171
1831,0.3922,0.1584,0.2843,0.2849,0.1578,0.0958,0.053,0.053,0.2157,0.1699
1832,0.4118,0.1584,0.2451,0.2988,0.1735,0.1037,0.0569,0.0569,0.1918,0.1625
1833,0.599,0.4308,0.5178,0.4615,0.3903,0.3297,0.2827,0.2827,0.5078,0.4958
1834,0.4,0.042,0.2069,0.2584,0.0766,0.0189,0.0094,0.0094,0.2787,0.2175
1835,0.5022,0.1176,0.2601,0.3799,0.1708,0.0632,0.0217,0.0217,0.2982,0.265
1836,0.5,0.1935,0.266,0.382,0.2084,0.1259,0.0694,0.0694,0.2871,0.2276
1837,0.2128,0.0538,0.1383,0.076,0.0255,0.0083,0.0047,0.0047,0.0826,-0.2513
1838,0.6057,0.3815,0.5371,0.4,0.2844,0.186,0.1312,0.1312,0.4521,0.4292
1839,0.484,0.2028,0.274,0.3792,0.2226,0.1378,0.0914,0.0914,0.2451,0.2244
1840,0.3731,0.197,0.3134,0.2235,0.1548,0.1049,0.0728,0.0728,0.3208,0.2934
1841,0.4177,0.1538,0.3213,0.2288,0.1265,0.0758,0.0518,0.0518,0.231,0.2496
1842,0.2727,0.0921,0.2208,0.153,0.0891,0.0593,0.0409,0.0409,0.1197,0.0032
1843,0.3954,0.2146,0.3118,0.1733,0.1233,0.0965,0.0788,0.0788,0.2331,0.2299
1844,0.2222,0.0321,0.1376,0.0988,0.0087,0.0039,0.0026,0.0026,0.0671,-0.0602
1845,0.3841,0.1867,0.245,0.0998,0.0628,0.0353,0.0211,0.0211,0.1885,0.2674
1846,0.3933,0.1364,0.2921,0.2667,0.1448,0.0781,0.0484,0.0484,0.1988,0.1738
1847,0.4662,0.2595,0.2556,0.2308,0.1642,0.1124,0.0784,0.0784,0.2821,-0.0082
1848,0.224,0.0976,0.208,0.0588,0.0094,0.0051,0.0038,0.0038,0.043,-0.0642
1849,0.1926,0.0301,0.1037,0.1139,0.054,0.0156,0.0084,0.0084,0.147,-0.0652
1850,0.4485,0.2148,0.3015,0.1934,0.1287,0.0881,0.0615,0.0615,0.2276,0.2607
1851,0.4062,0.1474,0.2708,0.3224,0.1541,0.0796,0.0483,0.0483,0.2235,0.2106
1852,0.4834,0.2488,0.3412,0.327,0.2199,0.1565,0.1006,0.1006,0.2746,0.2856
1853,0.566,0.3312,0.4277,0.383,0.2941,0.2468,0.211,0.211,0.5013,0.3928
1854,0.4946,0.1957,0.3441,0.3708,0.1836,0.1157,0.0775,0.0775,0.3057,0.2793
1855,0.3664,0.1085,0.229,0.2143,0.088,0.0211,0.0104,0.0104,0.2522,0.2635
1856,0.1849,0.0171,0.1176,0.0794,0.0113,0.0059,0.0043,0.0043,0.0807,-0.2296
1857,0.4114,0.1387,0.24,0.3297,0.1914,0.1181,0.0658,0.0658,0.2813,0.1902
1858,0.3771,0.1734,0.2971,0.2859,0.1539,0.0998,0.075,0.075,0.1805,0.2972
1859,0.1613,0.0164,0.0645,0.0588,0.0094,0.0051,0.0038,0.0038,0.0479,-0.1937
